site,morphotype,order,family,genus,species,specimen_number,measurer_comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80140,,0,0.1,0.114,23.573,,12.399,,13.72,23.367,13.575,23.017,7.281,4,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80128,,0,,,28.898,,9.916,,12.285,21.436,12.025,20.793,11.914,10,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM78645,,0,,,108.776,,14.517,,38.124,43.801,37.388,42.185,23.604,18,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80176,,0,,,148.116,,15.696,,24.0242,22.846,23.158,21.801,15.569,3,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80181,,0,,,235.63,,25.025,,40.778,33.156,38.511,30.622,17.958,7,2
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM80103b,,0,0.1,,29.753,,7.819,,9.25,17.934,8.643,15.988,10.444,9,1
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM175042,,0,,,45.752,,8.716,,16.666,27.857,16.463,27.161,16.469,5,2
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM175049,,0,,,22.468,,5.579,,8.939,19.604,8.766,19.021,9.916,9,
Williston Basin II,LM4,Proteales,Platanaceae,Platanus,raynoldsii,62,,,0.14,0.249,101.992,,12.849,,,,,,,,
Williston Basin II,LM41,,,,,YPM78672a,,1,,,36.218,,12.005,,36.218,,36.218,,,0,
Williston Basin II,LM44,,,,,YPM78660,,0,,0.037,17.34,,7.188,,11.017,14.377,10.92,14.207,3.754,6,
Williston Basin II,LM48,,,,,YPM175052,,1,,,32.91,,11.604,,32.91,,32.91,,,0,
Williston Basin II,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,8,,0,,,6.732,,4.349,,2.341,10.939,2.264,10.585,7.166,5,
Williston Basin II,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,9,,0,0.1,0.006,12.798,,5.297,,9.921,15.972,9.405,14.609,4.37,9,3
Williston Basin II,LM5,Saxifragales,Cercidiphyllaceae?,Populus,nebrascensis,YPM78650,,0,0.2,0.3,35.906,,8.138,,13.679,31.219,13.256,30.399,21.106,6,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,3,,0,,,10.904,,4.595,,10.512,15.174,10.481,15.139,2.269,1,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,5,,0,,0.047,19.195,,5.222,,9.881,13.873,9.647,13.474,5.022,3,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80046,,0,0.13,0.033,9.155,,4.812,,4.576,11.377,4.466,11.177,4.795,2,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80056,,1,,,15.018,,5.202,,15.018,,15.018,,,0,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80119a,,1,,,5.488,,4.326,,5.488,,5.488,,,0,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM8012b,,0,,,11.441,,5.148,,11.213,14.826,11.082,14.646,1.489,4,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80133,,1,,,19.978,,6.318,,19.978,,19.978,,,0,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM8017,,0,0.13,0.162,42.236,,8.785,,9.381,18.277,8.769,16.778,11.157,8,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80165,,1,,,16.929,,4.959,,16.929,,16.929,,,0,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80166,,0,0.12,0.103,23.57,,6.338,,18.699,26.184,17.341,23.717,9.975,6,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80169,,0,,,16.19,,5.198,,4.379,13.796,4.299,13.682,6.311,1,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM80182,,0,,,16.042,,5.264,,12.799,15.435,12.47,14.891,4.351,5,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM1750446,,0,0.18,,7.672,,3.58,,1.16,5.226,1.11,5.118,2.612,1,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175048,,0,,,5.29,,3.475,,3.938,10.371,3.542,9.648,4.208,6,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175051,,0,0.12,0.17,12.363,,4.186,,2.113,13.445,1.938,13.264,6.973,2,
Williston Basin II,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175053-3,,0,,0.107,36.633,,7.499,,18.675,23.219,17.642,22.263,10.115,6,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,7,,0,0.13,0.206,15.766,,4.979,,8.799,19.101,8.612,18.173,8.604,31,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM80159,,0,0.1,0.256,9.32,,3.621,,8.442,11.799,8.217,11.403,2.63,4,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,63,,0,,,39.72,,7.894,,16.139,22.845,15.794,22.055,15.749,4,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,64,,0,,,10.673,,4.005,,4.732,9.129,4.61,8.931,4.206,3,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM175051,,0,0.14,0.331,13.098,,4.362,,4.692,12.492,4.306,12.267,6.522,2,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM1750447,,0,,,,,,,4.841,9.621,4.75,9.433,5.257,9,
Williston Basin II,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM175053,,0,0.09,0.147,35.863,,7.562,,23.95,24.797,22.694,23.658,8.954,9,1
Williston Basin II,LM94,,,,,YPM175043,,0,,,,,,,6.848,20.048,6.616,19.765,12.892,4,
Williston Basin II,LM120,,,,,YPM52359,,1,0.14,,26.306,,8.034,,26.306,,26.306,,,0,
Williston Basin III,LM103,Sapindales,Sapindaceae,Aesculus,hickeyi,YPM175080a,,0,,,65.848,,12.703,,13.955,21.9,13.761,21.187,16.045,7,
Williston Basin III,LM105,,,,,YPM175078,,1,,,8.531,,8.198,,8.531,,8.531,,,0,
Williston Basin III,LM113,BasalEudicot,Sabiaceae,,,YPM175116,,0,0.06,,20.648,,10.221,,7.581,18.711,7.471,18.162,9.85,10,
Williston Basin III,LM113,BasalEudicot,Sabiaceae,,,YPM175118,,0,,,31.056,,14.525,,12.605,24.915,12.538,24.812,12.318,3,
Williston Basin III,LM113,BasalEudicot,Sabiaceae,,,YPM175118,,0,0.1,,18.889,,9.106,,8.196,21.315,8.057,20.958,9.781,8,
Williston Basin III,LM113,BasalEudicot,Sabiaceae,,,YPM175121a,,0,0.11,0.205,37.739,,12.805,,21.756,28.441,21.619,27.945,10.721,12,
Williston Basin III,LM113,BasalEudicot,Sabiaceae,,,YPM175121b,,0,,0.286,,,,,19.902,21.493,19.658,20.663,5.104,18,2
Williston Basin III,LM114,,,,,36,,1,,,5.285,,4.1,,5.285,,5.285,,,0,
Williston Basin III,LM114,,,,,YPM175113,,1,0.11,0.131,25.453,,8.451,,25.453,,25.453,,,0,
Williston Basin III,LM124,Proteales,Platanaceae,Platanus,nobilis,YPM175162,,0,,,58.346,,12.362,,20.011,21.212,19.382,20.425,11.371,11,1
Williston Basin III,LM13,,,Planera,crenata,34,,0,0.09,,12.077,,6.503,,7.477,16.091,7.351,15.963,7.814,3,
Williston Basin III,LM17,Oxidales,Oxalidaceae?,Averhoites,affinus,YPM78668,,1,,,16.02,,8.855,,16.02,,16.02,,,0,
Williston Basin III,LM21,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,genesevianum,YPM78673a,,0,0.16,,30.27,,7.007,,24.96,29.738,24.571,28.517,12.275,25,
Williston Basin III,LM21,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,genesevianum,YPM78673b,,0,0.15,0.018,30.476,,7.176,,6.86,26.644,6.673,25.826,15.852,15,
Williston Basin III,LM21,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,genesevianum,11,,0,,,31.958,,7.001,,7.78,18.618,7.445,17.836,9.97,13,2
Williston Basin III,LM21,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,genesevianum,YPM175114a,,0,,,11.636,,4.417,,9.17,16.087,8.979,14.973,5.211,27,
Williston Basin III,LM22,Rosales,Canabaceae,Celtis,aspera,20,,0,,,5.578,,4.011,,2.421,13.577,2.222,11.781,7.973,14,1
Williston Basin III,LM22,Rosales,Canabaceae,Celtis,aspera,24,,0,,,12.976,,5.741,,7.042,21.189,6.761,18.617,10.89,24,
Williston Basin III,LM22,Rosales,Canabaceae,Celtis,aspera,YPM175176,,0,0.09,,8.553,,5.333,,5.411,23.067,5.18,17.823,10.991,37,3
Williston Basin III,LM22,Rosales,Canabaceae,Celtis,aspera,YPM175178,,0,,,6.315,,4.702,,3.966,22.654,3.731,18.939,11.783,35,2
Williston Basin III,LM22,Rosales,Canabaceae,Celtis,aspera,YPM175180a,,0,0.05,,20.017,,7.862,,8.636,23.359,8.253,20.86,13.417,20,1
Williston Basin III,LM22,Rosales,Canabaceae,Celtis,aspera,YPM175181a,,0,,,21.029,,6.296,,11.9,28.815,11.378,26.336,15.118,23,2
Williston Basin III,LM24,Cornales,Cornaceae,Beringiaphyllum,cupanioides,YPM175073,,0,,,8.81,,4.399,,4.291,14.309,4.139,13.342,6.595,16,2
Williston Basin III,LM24,Cornales,Cornaceae,Beringiaphyllum,cupanioides,YPM175076,,,0.1,0.094,38.256,,8.916,,,,,,,,
Williston Basin III,LM24,Cornales,Cornaceae,Beringiaphyllum,cupanioides,YPM78675a,,0,,,93.569,,15.113,,29.028,30.673,26.204,27.482,12.691,8,
Williston Basin III,LM24,Cornales,Cornaceae,Beringiaphyllum,cupanioides,35,,0,0.1,,18.448,,4.864,,7.814,12.051,7.512,11.387,6.883,7,
Williston Basin III,LM25,Cornales,Cornaceae,Davidia,antiqua,17,,0,,,18.859,,5.375,,12.814,23.171,12.422,21.787,8.486,18,
Williston Basin III,LM25,Cornales,Cornaceae,Davidia,antiqua,F1,,0,,0.017,28.832,,6.879,,18.125,42.5,17.387,38.945,24.162,32,
Williston Basin III,LM25,Cornales,Cornaceae,Davidia,antiqua,YPM175069,,0,0.17,0.08,51.847,,9.766,,3.493,16.624,3.249,16.001,9.42,5,
Williston Basin III,LM25,Cornales,Cornaceae,Davidia,antiqua,YPM175071a,,0,,,14.132,,4.406,,5.037,9.821,4.731,8.752,5.311,7,
Williston Basin III,LM25,Cornales,Cornaceae,Davidia,antiqua,YPM175075,,0,,,38.439,,8.711,,20.082,24.743,19.336,21.842,8.719,22,2
Williston Basin III,LM25,Cornales,Cornaceae,Davidia,antiqua,YPM78678,,0,,,47.48,,9.136,,16.083,30.533,15.455,29.175,19.741,19,
Williston Basin III,LM31,Saxifragales,Cercidiphyllaceae?,Populus,acerifolia,37,,0,0.08,0.259,20.114,,5.908,,6.118,15.679,5.672,14.57,9.187,5,1
Williston Basin III,LM31,Saxifragales,Cercidiphyllaceae?,Populus,acerifolia,YPM175065,,0,0.08,,23.574,,5.77,,9.346,21.818,9.068,20.862,13.882,10,1
Williston Basin III,LM31,Saxifragales,Cercidiphyllaceae?,Populus,acerifolia,YPM175066a,,0,,,22.373,,5.708,,6.899,22.528,6.751,21.956,15.396,6,
Williston Basin III,LM33,,,,,19,,0,,,28.244,,6.656,,23.21,28.516,22.418,27.456,9.657,9,1
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,14,,0,0.11,,38.671,,7.822,,23.858,35.477,23.24,34.448,15.459,13,3
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,"175060a,b",,0,,,30.18,,7.149,,10.289,22.493,10.266,22.416,13.027,1,
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM175054a,,0,0.12,,22.341,,5.542,,1.958,9.16,1.889,9.023,6.81,2,
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,YPM175055,,0,0.12,0.736,39.766,,8.638,,18.784,21.487,18.081,20.175,8.944,7,3
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,"YPM175060a,b",,0,0.11,,29.809,,7.048,,10.694,28.942,10.485,28.496,17.927,5,
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,31,,0,0.07,0.063,21.975,,6.945,,8.123,25.966,8.014,25.606,18.569,5,
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,32,,0,,,164.614,,19.547,,25.724,28.237,25.099,27.731,15.839,6,
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,33,,0,0.18,0.592,50.758,,8.661,,15.378,24.868,15.132,24.599,19.103,4,
Williston Basin III,LM4,Proteales,Platanaceae,Platanus,raynoldsii,30,,0,0.16,0.031,36.478,,9.297,,11.615,30.695,11.309,30.057,21.784,12,
Williston Basin III,LM48,,,,,YPM48689,,1,0.06,,21.005,,7.707,,21.005,,21.005,,,0,
Williston Basin III,LM48,,,,,YPM175062,,1,,,13.41,,6.994,,13.41,,13.41,,,0,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,16,,0,,,4.474,,3.162,,4.303,9.003,4.046,8.347,0.994,12,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175067,,0,0.07,0.017,4.189,,3.812,,1.562,8.372,1.437,8.237,4.262,5,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,12,,1,0.06,0.02,3.709,,2.781,,3.709,,3.709,,,0,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,28,,0,0.07,,8.901,,4.04,,8.901,12.332,8.64,11.633,,11,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175171,,0,0.07,0.133,7.465,,3.403,,7.465,10.884,7.213,10.442,,12,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,23,,0,,,7.784,,3.589,,6.976,13.22,6.929,13.083,3.02,3,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175173,,0,0.06,0.103,13.193,,4.439,,8.022,18.868,7.724,18.625,9.243,4,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175175a,,0,,,8.934,,4,,8.006,12.121,7.914,12.063,2.308,2,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175177,,0,,,11.95,,4.279,,9.962,14.416,9.723,13.988,3.439,6,
Williston Basin III,LM6,Trochodendrales,Trochdendraceae,Zizyphoides,flabella,YPM175179,,1,0.12,,27.065,,6.718,,27.065,,27.065,,,0,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,18,,0,,,11.914,,4.529,,9.392,20.942,8.972,19.649,7.295,21,2
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,F2,,0,0.1,0.015,9.883,,3.964,,4.015,18.39,3.813,17.794,8.909,13,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM175068b,,0,0.11,0.008,5.57,,3.041,,2.869,7.965,2.745,7.466,2.735,11,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,13,,0,0.14,0.379,24.495,,6.031,,4.891,19.217,4.814,19.051,10.116,3,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,15,,0,0.11,0.072,10.636,,4.126,,3.978,12.336,3.895,12.012,7.566,7,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM175056a,,0,0.08,0.083,10.694,,4.135,,6.52,13.419,6.03,12.537,3.922,8,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,YPM175064,,0,0.24,,25.522,,6.264,,4.745,13.862,4.544,13.465,8.263,6,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,21,,0,,,16.044,,5.133,,11.39,14.275,11.165,14.016,3.963,4,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,22,,0,,,19.236,,5.514,,10.693,19.846,10.288,19.226,7.338,8,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,25,,0,,,19.624,,5.436,,11.816,21.455,11.364,20.315,9.395,9,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,26,,0,,,28.266,,6.716,,20.309,36.628,19.401,35.424,19.704,13,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,27,,0,0.16,0.181,40.832,,8.327,,29.05,46.881,28.279,45.716,27.305,16,
Williston Basin III,LM7,Saxifragales,Cercidiphyllaceae,Cercidiphllum,genetrix,29,,0,0.11,0.057,19.318,,5.882,,17.533,20.812,16.884,20.341,4.766,5,
Williston Basin III,LM97,,,,,YPM175057a,,0,0.06,0.015,8.309,,3.899,,3.226,7.546,3.197,7.43,4.777,8,
Williston Basin III,LM97,,,,,YPM175058,,0,0.1,0.127,9.611,,4.281,,1.394,5.939,1.358,5.598,2.341,5,
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-2020,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.08291874,,13.003,,8.26,,9.74,22.292,9.589,19.745,5.095,21,
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-4000,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.075362903,,9.825,,7.462,,7.681,23.28,7.577,20.657,10.099,12,
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-4001,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,35.337,,10.258,,16.262,24.745,16.015,23.454,14.164,15,1
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-4002,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.096141479,,11.511,,7.017,,5.071,13.491,5.033,13.341,6.607,7,
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-4003,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,18.373,,9.426,,17.818,23.639,17.409,19.747,1.045,24,4
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-4004,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,10.309,,6.942,,8.762,16.004,8.492,14.976,2.819,13,1
Palacio de los Loros,SA001,Brassicales,Akaniaceae,,,MPEF-Pb-4005,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,18.055,,8.04,,7.416,14.398,7.32,13.842,7.343,8,
Palacio de los Loros,SA002,,,,,MPEF-Pb-2021,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.073117185,,41.862,,12.16,,24.52,30.359,24.248,29.221,11.151,15,
Palacio de los Loros,SA002,,,,,MPEF-Pb-4006,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,57.944,,12.33,,21.674,20.745,21.234,18.934,13.904,6,
Palacio de los Loros,SA002,,,,,MPEF-Pb-4007,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,24.362,,8.834,,2.255,6.238,2.22,6.101,4.785,3,
Palacio de los Loros,SA002,,,,,MPEF-Pb-4008,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,47.685,,12.905,,19.181,27.221,18.833,25.88,17.004,11,
Palacio de los Loros,SA002,,,,,MPEF-Pb-4009,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,60.124,,13.205,,26.586,26.231,26.209,25.42,12.314,9,1
Palacio de los Loros,SA002,,,,,MPEF-Pb-4010,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,64.506,,12.994,,21.732,24.204,21.584,23.419,12.493,9,
Palacio de los Loros,SA002,,,,,MPEF-Pb-4011,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,42.324,,13.583,,26.676,32.339,26.326,30.865,16.784,28,2
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-2022,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.066274067,,21.757,,8.34,,12.793,30.365,12.613,29.371,19.338,41,2
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-2053,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,46.76,,12.665,,12.715,16.91,12.485,15.971,9.901,21,1
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4012,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.088432709,,29.114,,8.962,,1.907,8.628,1.864,8.183,6.773,6,
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4013,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,14.134,,5.129,,0.71,4.387,0.694,4.121,3.471,2,
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4014,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.058651026,,34.488,,9.416,,13.002,21.849,12.741,19.637,14.154,21,
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4015,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),,0.086859956,,25.556,,8.391,,,,,,,,
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4016,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,25.935,,8.258,,4.783,13.964,4.677,12.848,10.339,10,
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4017,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.081987219,,28.419,,7.78,,10.732,20.661,10.529,19.74,11.684,11,1
Palacio de los Loros,SA004,Fagales,Nothofagaceae,"""Dryophyllum""",australis,MPEF-Pb-4018,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,54.967,,11.175,,14.995,23.958,14.78,22.829,16.976,15,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-2023,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.060242648,,9.292,,7.903,,6.007,20.455,5.909,19.407,7.449,27,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4019,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.097237224,,12.765,,7.019,,2.744,11.437,2.689,10.591,6.225,6,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4020,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,6.818,,4.296,,0.613,5.51,0.576,4.656,2.994,11,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4021,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,4.248,,4.887,,2.072,10.154,2.034,9.382,4.518,8,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4022,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,7.871,,6.417,,1.422,6.775,1.33,6.319,3.396,5,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4023,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.076683715,,9.742,,9.444,,4.649,22.969,4.499,22.257,10.792,14,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4024,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,7.245,,6.878,,3.885,13.627,3.85,13.557,6.526,5,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4025,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.099585591,,13.263,,7.004,,5.417,13.567,5.32,13.008,7.004,7,
Palacio de los Loros,SA005,Oxalidales,Cunoniaceae,,,MPEF-Pb-4026,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,20.216,,8.522,,4.222,8.845,4.145,8.663,5.715,8,1
Palacio de los Loros,SA008,Rosales,Rosaceae,,,MPEF-Pb-2024,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.093975329,,29.11,,8.963,,12.08,31.086,11.203,27.739,13.758,24,
Palacio de los Loros,SA008,Rosales,Rosaceae,,,MPEF-Pb-4027,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,,,45.887,,11.859,,27.835,49.056,25.739,39.707,18.453,39,1
Palacio de los Loros,SA008,Rosales,Rosaceae,,,MPEF-Pb-4028,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.110958642,,24.934,,9.578,,17.258,23.801,16.365,19.388,5.839,24,
Palacio de los Loros,SA008,Rosales,Rosaceae,,,MPEF-Pb-4029,taxonomy updated from that presented in Peppe et al. (2011) by Iglesias et al. (2021; https://doi.org/10.26879/1124),0,0.161247246,,43.172,,11.715,,41.695,40.354,37.198,28.525,1.831,24,
